article_title,question_id,question,answer_text,answer_start_offset,sentence_text
Pope_Paul_VI,5726d061f1498d1400e8ec13,Who did the church retain the right to elect without interference from the state in its constitutional document?,bishops,586,The Church maintained its right to select bishops on its own without any interference by the State.
Hellenistic_period,5725cc0e89a1e219009abee4,When did the First Macedonian War end?,205 BC,251,"The First Macedonian War broke out in 212 BC, and ended inconclusively in 205 BC."
Middle_Ages,56fb623d8ddada1400cd63ba,In what century was there peace with one of Rome's traditional enemies?,5th,351,"Peace with Persia, the traditional enemy of Rome, lasted throughout most of the 5th century."
Iranian_languages,56ddfdc4cffd8e1900b4b556,What elements of Proto-Indo-Iranian did not diverge according to the ensuing split between eastern and western variants?,*ć and *dź,216,"These concern the fate of the Proto-Indo-Iranian first-series palatal consonants, *ć and *dź:"
Light-emitting_diode,57311e4ca5e9cc1400cdbc40,"In pcLEDs method, a fraction of what light is used?",blue,242,A fraction of the blue light undergoes the Stokes shift being transformed from shorter wavelengths to longer.
The_Blitz,572f7ac2b2c2fd140056816d,How big was the crew of a bomber?,four to five crewmen,771,"Moreover, bombers had four to five crewmen on board, representing a greater loss of manpower."
Gymnastics,570ce8b4fed7b91900d45ac5,What are the uneven bars?,two horizontal bars set at different heights,54,"On the uneven bars, the gymnast performs a routine on two horizontal bars set at different heights."
Kathmandu,5735c3d0dc94161900571fef,How many volumes does the Kaiser Library contain?,45000,460,"This collection of around 45,000 books is derived from a personal collection of Kaiser Shamsher Jang Bahadur Rana."
MP3,5706653e75f01819005e7b9e,What does FLAC stand for?,Free Lossless Audio Codec,232,"Lossless formats include FLAC (Free Lossless Audio Codec), Apple Lossless and many others."
Communications_in_Somalia,56e1be09cd28a01900c67b04,When was Radio Mogadishu established?,during the colonial period,72,"Established during the colonial period, Radio Mogadishu initially broadcast news items in both Somali and Italian."
List_of_numbered_streets_in_Manhattan,56f93cda9e9bad19000a0817,Which park is at the end of 24th Street and Madison Avenue?,Madison Square Park,106,"24th Street starts at First Avenue and it ends at Madison Avenue, because of Madison Square Park."
The_Blitz,572fc229b2c2fd1400568403,Who was reluctant to act quickly when urgent changes need to be made?,Dowding,205,"When urgent changes and improvements needed to be made, Dowding seemed reluctant to act quickly."
Beyoncé,56bec5d53aeaaa14008c93da,Beyonce's first modelling event was at where?,Tom Ford's Spring/Summer 2011 fashion show,62,"In September 2010, Beyoncé made her runway modelling debut at Tom Ford's Spring/Summer 2011 fashion show."
Political_corruption,56ea90465a205f1900d6d343,What does corruption disregard in politics?,formal processes,96,"In politics, corruption undermines democracy and good governance by flouting or even subverting formal processes."
Asphalt,571b40f532177014007ea054,What product is bitumen used in manufacturing as a sealant?,alkaline batteries,515,[citation needed] Asphalt/bitumen is also used to seal some alkaline batteries during the manufacturing process.
High-definition_television,56fac6d48f12f319006301a1,Who do these laws prohibit from banning the installation of antennas?,home owners' associations and city government,703,These new laws prohibit home owners' associations and city government from banning the installation of antennas.
Printed_circuit_board,572f97ee947a6a140053caac,Do additive or subtractive methods use less raw materials?,additive,230,The advantage of the additive method is that less material is needed and less waste is produced.
Separation_of_church_and_state_in_the_United_States,5731ce3ee99e3014001e62c1,What much the primary effect of a law neither advance or inhibit?,religion,362,"Second, the principle or primary effect must be one that neither advances nor inhibits religion."
Armenia,572fcf08a23a5019007fca1e,What is the national currency of Armenia?,the dram,821,"The national currency, the dram, suffered hyperinflation for the first years after its introduction in 1993."
"Richmond,_Virginia",573427f7d058e614000b6a3c,"Along with 1864-5, what year notably saw US campaigns directed at Richmond?",1862,614,"It became the main target of Union armies, especially in the campaigns of 1862 and 1864-5."
Arena_Football_League,56e797ef00c9c71400d77333,What football league began in 1982?,the United States Football League,53,Plans for arena football were put on hold in 1982 as the United States Football League was launched.
IPod,56cd687562d2951400fa6596,What kind of terms and conditions led HP to leave the iPod market?,unfavorable,287,"In July 2005, HP stopped selling iPods due to unfavorable terms and conditions imposed by Apple."
Mandolin,57289c363acd2414000dfb58,What is the round-back mandolin made of? ,"strips of wood, glued together into a bowl",200,"The round-back has a deep bottom, constructed of strips of wood, glued together into a bowl."
The_Blitz,572fea58947a6a140053cded,What was the name given to these dummy airfields?,Starfish,490,"A number[clarification needed] of bombs fell on these diversionary (""Starfish"") targets."
Electric_motor,5726bec2dd62a815002e8f36,A coreless DC motor is distinguished by what?,rapid acceleration,434,"Optimized for rapid acceleration, these motors have a rotor that is constructed without any iron core."
Asphalt,571b63799499d21900609c85,How many concrete plants are in the US?,4000,646,"There are about 4,000 asphalt concrete mixing plants in the U.S., and a similar number in Europe."
Sahara,5727e65b4b864d1900163f8b,What weather is virtually non-existent?,rainfall,181,"The stability of the atmosphere above the desert prevents any convective overturning, thus making rainfall virtually non-existent."
Eritrea,570e36da0b85d914000d7d85,Who became the first Eritrean to ride the Vuelta a Espana in 2012?,Daniel Teklehaimanot,605,"Six Eritrean riders have been signed to international cycling teams, including Natnael Berhane and Daniel Teklehaimanot."
Gene,56f8e37f9b226e1400dd1197,What is another for which  organisms have been modified for?,industrial biotechnology,318,"Many organisms have been genetically modified for applications in agriculture, industrial biotechnology, and medicine."
Germans,572953ee1d046914007792a9,Who is a German philosopher from the middle ages?,Albertus Magnus,91,German philosophers have helped shape western philosophy from as early as the Middle Ages (Albertus Magnus).
Sahara,5728c608ff5b5019007da66a,How many cheetahs remain in the Northwest Africa area?,250,134,"There remain fewer than 250 mature cheetahs, which are very cautious, fleeing any human presence."
Dell,570fc6df5ab6b81900390fbf,What was one city that Dell tested retail stores in?,Texas,650,"Dell responded by experimenting with mall kiosks, plus quasi-retail stores in Texas and New York."
North_Carolina,5727871b708984140094e002,Indentured servants were similar to what people in the early days?,African slaves,205,In the early years the line between indentured servants and African slaves or laborers was fluid.
Beyoncé,56bf9b57a10cfb14005511b3,Who else appeared with Beyonce in Telephone?,Lady Gaga,352,"In 2010, Beyoncé was featured on Lady Gaga's single ""Telephone"" and its music video."
Nintendo_Entertainment_System,57112be4a58dae1900cd6cea,How many pins did the controller ports have on the NES?,7,72,"The NES dropped the hardwired controllers, instead featuring two custom 7-pin ports on the front of the console."
Napoleon,57267da5708984140094c7ed,Where did Moreau achieve his major victory against Austria in December 1800?,Hohenlinden,540,Moreau and the French swept through Bavaria and scored an overwhelming victory at Hohenlinden in December 1800.
2008_Sichuan_earthquake,56d62b0f1c85041400946f5e,"What was the fear that caused 200,000 people to be evacuated from Mianyang?",the dam bursting,792,"Downstream, more than 200,000 people were evacuated from Mianyang by June 1 in anticipation of the dam bursting."
Brigham_Young_University,57288f642ca10214002da470,How many languages are offered as courses at BYU?,over 60,487,"BYU offers courses in over 60 different languages, many with advanced courses that are seldom offered elsewhere."
PlayStation_3,5728027d3acd2414000df20d,What year was the PlayStation 3 released?,2006,86,"The console was first officially announced at E3 2005, and was released at the end of 2006."
Ministry_of_Defence_(United_Kingdom),56f97afc9e9bad19000a099f,How much was the investment in new equipment and capabilities worth?,£178 billion,56,The Strategic Defence and Security Review 2015 included £178 billion investment in new equipment and capabilities.
Napoleon,5726bb775951b619008f7c48,The Frankfurt proposals sought to reduce France to what?,"its ""natural frontiers.""",147,"Napoleon would remain as Emperor of France, but it would be reduced to its ""natural frontiers."""
Mosaic,573169afa5e9cc1400cdbf31,when was the height of mosaic art in sicily?,the 12th century,87,The heyday of mosaic making in Sicily was the age of the independent Norman kingdom in the 12th century.
